party,electorate,first_name,last_name,twitter_url,gender,tweet_id,created_at,retrieved_at,user_id,username,text,retweeted_tweet_id,retweeted_user_id,retweeted_user_name,in_reply_to_tweet_id,in_reply_to_user_id,in_reply_to_user_name,quoted_tweet_id,quoted_user_id,quoted_user_name,theme_claude
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1319133881329659904,2020-10-22T04:30:00.000000+0000,2020-10-22 14:20:37.000 +0000,2697320623,JenMP4Ipswich,"9 days to go to the election!

@JimMaddenMP and I are proud to be part of @AnnastaciaMP's team.

Our Premier has done a fantastic job keeping us safe and creating jobs in every corner of the state.

We can’t trust the LNP or One Nation with our economic recovery. https://t.co/xxVgPWeNQX",,,,,,,,,,promise
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1319164081530572800,2020-10-22T06:30:00.000000+0000,2020-10-22 14:20:37.000 +0000,2697320623,JenMP4Ipswich,"Our Premier has worked hard to keep Queenslanders safe and create jobs across the state.

One Nation, the LNP and Clive Palmer will put that in jeopardy with job cuts and chaos.

Let’s stick with @AnnastaciaMP. https://t.co/S5WdQC0Dgy",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319082625030471681,2020-10-22T01:06:19.000000+0000,2020-10-22 07:50:10.000 +0000,256833444,AnnastaciaMP,BREAKING: A re-elected Palaszczuk Government will invest $40 million to protect the Great Barrier Reef and our other natural assets that will also create more than 200 jobs across Queensland. @LeeanneEnoch @CraigCrawfordMP @MichaelHealyMP https://t.co/AzT255wZbH,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319142185934057472,2020-10-22T05:03:00.000000+0000,2020-10-22 07:50:10.000 +0000,256833444,AnnastaciaMP,Fitzroy Island was the perfect place to announce our $40 million investment to protect the Great Barrier Reef and other natural assets if re-elected. @LeeanneEnoch @CraigCrawfordMP @MichaelHealyMP #qldjobs https://t.co/tr0sVT5p63,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319143735196696577,2020-10-22T05:09:09.000000+0000,2020-10-22 07:50:10.000 +0000,256833444,AnnastaciaMP,"@keithd1004 @LeeanneEnoch @CraigCrawfordMP @MichaelHealyMP @keithd1004, under our govt we've seen more than 40 large-scale renewables projects launch in QLD - $7.8b of investment that's created 6500 jobs. We've also announced a $500m Renewable Energy Fund to support more solar, wind and water projects: https://t.co/qaqkPmtwX3",,,,1319091331390603266,332560067,keithd1004,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319322373443801088,2020-10-22T16:59:00.000000+0000,2020-10-22 18:10:39.000 +0000,256833444,AnnastaciaMP,"We’re committing another $40 million to continue to protect Queensland’s natural environment, including the Great Barrier Reef🐠 One of our biggest assets is our environment and looking after it is looking after our economy. @LeeanneEnoch @MichaelHealyMP @CraigCrawfordMP #qldjobs https://t.co/STFMJgnmqE",,,,,,,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1319088592212418561,2020-10-22T01:30:02.000000+0000,2020-10-22 19:00:56.000 +0000,2185743007,MichaelHealyMP,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/efCiG2H9sk",,,,,,,,,,other
Queensland Labor,Burdekin,Mike,Brunker,https://twitter.com/BrunkerMichael,M,1321751695286624256,2020-10-29T09:52:15.000000+0000,2020-10-30 04:01:51.000 +0000,1299484870771523586,BrunkerMichael,"BREAKING 

A re-elected @AnnastaciaMP @QLDLabor Government will support the Urannah Dam application to the National Water Infrastructure Development Fund. 

• 1200 construction jobs 
• 650 operational jobs 

#brunker4burdekin #labor #queensland #burdekin https://t.co/V5OVFpVrEh",,,,,,,,,,promise
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1321656311721783296,2020-10-29T03:33:14.000000+0000,2020-10-30 04:01:51.000 +0000,2186029770,ShannonFentiman,"2 more days to go &amp; already 9000 locals in Waterford have cast their vote 🙌

My wonderful volunteers Mimi, Noel &amp; Chris are doing a fantastic job chatting to voters today.

Now is the time to stick w @AnnastaciaMP &amp; her recovery plan for Qld jobs. 
#dontrisklnpcuts #qldvotes https://t.co/vk8uCVkucp",,,,,,,,,,promise
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1321708090610212865,2020-10-29T06:58:59.000000+0000,2020-10-30 04:01:51.000 +0000,2186029770,ShannonFentiman,"Right now we need jobs not cuts!

Stick with @AnnastaciaMP’s strong health response and recovery plan for jobs.

Queenslanders can’t risk Deb Frecklington and LNP cuts #dontrisklnpcuts #qldvotes #qldpol 
https://t.co/2GMII1cdvR",,,,,,,,,,cuts
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1321614667828011008,2020-10-29T00:47:45.000000+0000,2020-10-29 01:04:30.000 +0000,632577753,DebFrecklington,"The @LNPQLD supports lower taxes to support jobs which is why we would scrap @QLDLabor's grey nomad tax saving buyers around $2,300 on campervans &amp; motorhomes and give a $300 rego rebate to every car owner before Christmas. #qldpol https://t.co/LhBtxgB6aD",,,,,,,,,,promise
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1321657095347871744,2020-10-29T03:36:21.000000+0000,2020-10-30 04:01:51.000 +0000,984808496,MarkBaileyMP,"Only @AnnastaciaMP &amp; @QLDLabor gets Light Rail done on the Gold Coast! 

LNP called it an ‘infliction’ &amp; opposed it often but 700+ jobs will flow for fully funded $709m Broadbeach to Burleigh Stage 3! https://t.co/TiP9DkLi63",,,,,,,1321644338191818752,256833444,AnnastaciaMP,promise
Queensland Labor,Woodridge,Cameron,Dick,https://twitter.com/camerondickqld,M,1321341143741657088,2020-10-28T06:40:52.000000+0000,2020-10-28 08:16:11.000 +0000,236818401,camerondickqld,"So you’ve got $26.55 Billion in projects, @DebFrecklington, but you won’t tell Qlders how you will pay for any of it, because you’re hiding your cuts .... 32,000 jobs as minimum .... ✂️✂️✂️✂️
#QLDvotes #QLDDebate #qldpol",,,,,,,,,,cuts
Queensland Labor,Woodridge,Cameron,Dick,https://twitter.com/camerondickqld,M,1321344503299469313,2020-10-28T06:54:13.000000+0000,2020-10-29 05:10:11.000 +0000,236818401,camerondickqld,".@DebFrecklington deliberately avoiding answering how she will pay for $26.55 Billion in election commitments - and the reason why is because she will cut jobs and essential services across Queensland ...

#QLDVotes #QLDDebate #qldpol",,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321483362536579072,2020-10-28T16:06:00.000000+0000,2020-10-28 16:44:52.000 +0000,256833444,AnnastaciaMP,"Queensland businesses like @CenturyYuasa are making the things Queenslanders need.

Our manufacturing industry is supercharged thanks to our strong health response.

That means Queenslanders are getting back to work and our economic recovery can continue.

#qldjobs https://t.co/iINkOwJXu5",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321527151338815488,2020-10-28T19:00:00.000000+0000,2020-10-28 19:24:03.000 +0000,256833444,AnnastaciaMP,"My promise: If re-elected, I’ll keep working to grow jobs across every region of our state. #qldvotes #qldjobs https://t.co/ZS4gfK99nA",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321601487177306112,2020-10-28T23:55:23.000000+0000,2020-10-29 20:31:06.000 +0000,256833444,AnnastaciaMP,"Cuddling the koalas and feeding the birds at @CWSlive 😍

Because of our strong health response this year, Queensland is good to go 👍

I’m encouraging everyone to get out and support tourism jobs and businesses.

@StevenJMiles @KayleeCampradt https://t.co/JluZZ934qY",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321644338191818752,2020-10-29T02:45:39.000000+0000,2020-10-29 03:21:39.000 +0000,256833444,AnnastaciaMP,"All aboard! 🚋 

Catching the light rail from Southport to Parkwood. 

The Gold Coast Light Rail has made more than 50 million passenger trips already - and construction is about to start on the $709 million Broadbeach to Burleigh extension which will support 760 local jobs. https://t.co/KE8Ps0o9gB",,,,,,,,,,promise
Queensland Labor,Coomera,Chris,Johnson,https://twitter.com/chris4coomera,M,1321716476093501445,2020-10-29T07:32:18.000000+0000,2020-10-29 08:48:02.000 +0000,886091140151115776,Chris4Coomera,"Day 10 Pre Poll

Great to have @MurrayWatt drop in at Ormeau Community Centre talking to voters about the great work of the Annastacia Palaszczuk MP Labor Government and now is not the time to risk Detour Deb and her cuts!

#JobsNotCuts
#qldpol https://t.co/xXgAZiaIxx",,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321753895253741569,2020-10-29T10:01:00.000000+0000,2020-10-29 11:19:12.000 +0000,256833444,AnnastaciaMP,"Every Queenslander deserves to have everything they need to prosper and grow. 

The foundation of that is secure, fair-paying jobs - jobs you can build a life around. 

That’s why my focus is on protecting Queenslanders’ jobs and creating new ones. https://t.co/ysvGdn6SLv",,,,,,,,,,promise
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1321758326485471234,2020-10-29T10:18:36.000000+0000,2020-10-29 10:30:08.000 +0000,2186029770,ShannonFentiman,"LNP doing what they do best - cutting ✂️ 

While the Palaszczuk Labor Govt supports our small biz 

The LNP’s costings released today shows they have NO $$ for small biz ❌ grants
❌mentoring 
❌Small Biz Commissioner

They don’t care about small biz &amp; they don’t back Qld jobs",,,,,,,,,,cuts
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1322068313858469888,2020-10-30T06:50:23.000000+0000,2020-10-31 06:34:34.000 +0000,2186029770,ShannonFentiman,"One more day to go! Early voting closes at 6pm tonight.

Stick with @AnnastaciaMP’s strong health response and recovery plan for jobs. Don't risk Deb Frecklington's reckless decisions on borders against health advice and more LNP job cuts. #dontrisklnpcuts #qldvotes #qldpol https://t.co/VBAzg3VMY4",,,,,,,,,,promise
Queensland Labor,Redcliffe,Yvette,D'Ath,https://twitter.com/YvetteDAth,F,1321957439336443905,2020-10-29T23:29:48.000000+0000,2020-10-30 04:01:51.000 +0000,279777404,YvetteDAth,"Vote for Jobs. Not cuts! 

I’m backing @AnnastaciaMP and @QLDLabor 

#qldpol #qldvotes https://t.co/Udgrh2Tw7T",,,,,,,,,,cuts
Queensland Labor,Redcliffe,Yvette,D'Ath,https://twitter.com/YvetteDAth,F,1322315898439434241,2020-10-30T23:14:12.000000+0000,2020-10-31 06:34:34.000 +0000,279777404,YvetteDAth,"Vote 1 @AnnastaciaMP and @QLDLabor to continue our strong plan for Queensland. 

Vote for jobs not cuts. https://t.co/LpLJSC81Gv",,,,,,,,,,cuts
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1322012886026182659,2020-10-30T03:10:08.000000+0000,2020-10-30 07:41:59.000 +0000,984808496,MarkBaileyMP,"@LNPQLD @DebFrecklington Labor delivered one of best health responses in the world, restored health frontline staff &amp; cuts + we build many new schools not sell them off like @LNPQLD did &amp; record infrastructure &amp; jobs not cuts, sacking &amp; selling",,,,1322012137426878465,180100410,LNPQLD,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1322318518650503168,2020-10-30T23:24:36.000000+0000,2020-10-31 00:50:04.000 +0000,632577753,DebFrecklington,"The @LNPQLD’s plan will stimulate the economy, create a decade of secure jobs &amp; lead Qld out of this recession. I’m voting to get Qld back to the economic powerhouse it once was and secure our children’s future. 
I’m voting to get Qld working again. #qldpol https://t.co/yw68kRMfjB",,,,,,,,,,promise
Queensland Labor,Woodridge,Cameron,Dick,https://twitter.com/camerondickqld,M,1322036341215883265,2020-10-30T04:43:20.000000+0000,2020-10-30 07:41:59.000 +0000,236818401,camerondickqld,".@DebFrecklington: “The #FakeBradfieldScheme will create thousands of jobs as soon as we get elected! Yay!” 

Q: “What does ‘as soon as we get elected’ mean?”

@DebFrecklington: “Oh, 10 to 15 years, maybe longer ...”

Now that’s peak Deb, @Qldaah

#qldpol #QLDvotes #QLDvotes2020 https://t.co/uaZAArOa1j",,,,,,,1322023033784078336,588732151,Qldaah,other
Queensland Labor,Woodridge,Cameron,Dick,https://twitter.com/camerondickqld,M,1322287943029907456,2020-10-30T21:23:07.000000+0000,2020-10-31 10:14:08.000 +0000,236818401,camerondickqld,"Good morning @DebFrecklington!  👋👋👋👋

This. Is. Our. Plan. For. Jobs.

✌️#VoteLabor✌️ https://t.co/P4TrA9w3ru",,,,,,,,,,promise
Queensland Labor,Algester,Leanne,Enoch,https://twitter.com/LeanneEnoch,F,1322310213802684416,2020-10-30T22:51:36.000000+0000,2020-10-31 01:21:06.000 +0000,53665873,LeeanneEnoch,Polling booths are open across the Algester electorate! 🗳 Started the day at the new Hillcrest booth - remember it is now located at the Life and Legacy Church on Anzac Ave. Make sure you vote today because we cannot afford the LNP’s cuts and chaos.#qldvotes #qldjobs https://t.co/xK5WlKUjdA,,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321904890176696320,2020-10-29T20:01:00.000000+0000,2020-10-29 21:55:59.000 +0000,256833444,AnnastaciaMP,"Happy World Teachers’ Day! ✏️📗🍎

Our teachers and teacher aides do an incredible job making sure Queensland children get the best start in life.

Thank you for everything you do ❤️️ https://t.co/TVItx2a39w",,,,,,,,,,other
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322032255112417280,2020-10-30T04:27:06.000000+0000,2020-10-30 05:53:36.000 +0000,256833444,AnnastaciaMP,My vision for this state is about keeping Queenslanders safe and in jobs. I’ll keep fighting for that every day.,,,,1322032252574859265,256833444,AnnastaciaMP,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322319902586269697,2020-10-30T23:30:06.000000+0000,2020-10-31 00:28:02.000 +0000,256833444,AnnastaciaMP,"Because we believe in our young people, we’re extending free TAFE for Queenslanders aged under 25 #TAFE #education #qldjobs @TAFEQld @QLDLabor https://t.co/UaIjLErL1N",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322327076519641089,2020-10-30T23:58:37.000000+0000,2020-10-31 00:28:02.000 +0000,256833444,AnnastaciaMP,"Now more than ever we need our frontline health staff, which is why if re-elected we’ll invest in 9,475 extra doctors, nurses and other allied health care workers #nurses #doctors #health #qldjobs @qldhealthnews @QLDLabor https://t.co/D3ETld8XaS",,,,,,,,,,promise
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1322377955226447873,2020-10-31T03:20:47.000000+0000,2020-10-31 04:04:18.000 +0000,984808496,MarkBaileyMP,"Thx to all our exclt ⁦@Annerley_Labor⁩ ⁦@SalisburyALP⁩ ⁦@yeronga_labor⁩ branch volunteers in Miller doing a fab job helping keep Qld safe, prosperous &amp; fair #qldpol https://t.co/2jexIibAzd",,,,,,,,,,other
Queensland Labor,Southport,Susie,Gallagher,https://twitter.com/susiesouthport,F,1322370216425365504,2020-10-31T02:50:02.000000+0000,2020-10-31 05:04:23.000 +0000,1298404589511651330,SusieSouthport,"Our government is already working hard for every Queenslander as our brightest days are ahead.  We have created jobs with more big plans for manufacturing, small business, the health sector and infrastructure.  The LNP has covid plans to slash and cut jobs. #qldjobs https://t.co/srHNmvqyKP",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322334636928765952,2020-10-31T00:28:39.000000+0000,2020-10-31 03:07:14.000 +0000,256833444,AnnastaciaMP,"Our children need the best start in their education, which is why if re-elected we’ll invest in more than 7,300 new teachers and teacher aides #education #qldjobs @QLDEducation @QLDLabor https://t.co/vfQRaTPpga",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322342331664592901,2020-10-31T00:59:14.000000+0000,2020-10-31 03:07:14.000 +0000,256833444,AnnastaciaMP,2025 extra police by 2025 – that’s our promise to you to keep our communities safe. #police #qldjobs @QldPolice @QLDLabor https://t.co/ZSMLDbm27D,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322349585424003072,2020-10-31T01:28:03.000000+0000,2020-10-31 03:07:14.000 +0000,256833444,AnnastaciaMP,We’re building our regions by investing in them and that includes investing in health. #nurses #doctors #health #qldjobs @QLDLabor @qldhealthnews https://t.co/Pk1vW2yTlZ,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322357671329034240,2020-10-31T02:00:11.000000+0000,2020-10-31 03:07:14.000 +0000,256833444,AnnastaciaMP,We’ll build Queensland trains in Queensland if re-elected because we believe investing in regional manufacturing is an investment in thousands of Queensland jobs. #qldjobs #qldmanufacturing @QLDLabor https://t.co/PrADPVf9Gs,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322364468764975106,2020-10-31T02:27:12.000000+0000,2020-10-31 03:07:14.000 +0000,256833444,AnnastaciaMP,"Every day in every way across this wonderful state, the Palaszczuk Government is creating and supporting tens of thousands of regional jobs. That’s an investment in the state and in our people #qldjobs #qldmanufacturing https://t.co/qKGD5274ZD",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322375317965529088,2020-10-31T03:10:19.000000+0000,2020-10-31 05:46:26.000 +0000,256833444,AnnastaciaMP,We’re investing in health care from Cairns to Coolangatta and Mt Isa so that every Queenslander has access to the type of health care they deserve. #nurses #doctors #health #qldjobs https://t.co/qysffk9o66,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322381211319242754,2020-10-31T03:33:44.000000+0000,2020-10-31 05:46:26.000 +0000,256833444,AnnastaciaMP,"Investing in our teachers is an investment in jobs and in our children, which is why we’re sparing no expense. 
#education #qldjobs https://t.co/C4TAvSac3A",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322387508504588291,2020-10-31T03:58:45.000000+0000,2020-10-31 05:46:26.000 +0000,256833444,AnnastaciaMP,Seven new satellite hospitals in South East Queensland is an innovative way to bring hospital-quality health care closer to home. #nurses #doctors #health #qldjobs @QLDLabor @qldhealthnews https://t.co/YsDlwrlsaY,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322388461966426112,2020-10-31T04:02:32.000000+0000,2020-10-31 05:46:26.000 +0000,256833444,AnnastaciaMP,"Queenslanders asked for better health care and more hospitals and we heard you, which is why from Cairns to Coolangatta, we’re doing just that. #nurses #doctors #health #qldjobs https://t.co/5m7eKQXyCc",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322404090354180096,2020-10-31T05:04:38.000000+0000,2020-10-31 05:46:26.000 +0000,256833444,AnnastaciaMP,"Our police officers come from across Queensland, which is why we’re investing in more police to send back to the regions. #police #qldjobs https://t.co/XYFJ6rp7vK",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322412541914443776,2020-10-31T05:38:13.000000+0000,2020-10-31 05:46:26.000 +0000,256833444,AnnastaciaMP,If you’re aged under 25 then we’ll provide free TAFE in courses that will give you a foundation for the jobs of the future. #TAFE #education #qldjobs @QLDLabor @TAFEQld https://t.co/UrRMgxmYzf,,,,,,,,,,promise
